firm_id,year,iso14001,sales,rd,releases,insp
10,2006,0,1370.3451,66.74952,1.519648,1
10,2007,0,1262.2458,73.80755,2.273714,0
10,2008,0,1616.4188,73.36815,4.121375,0
10,2009,1,1777.2261,72.92728,1.067312,3
11,2000,0,1367.2672,20.42609,3.902565,0
11,2001,0,1323.4168,60.84229,4.621284,0
11,2002,0,1643.763,64.79206,2.68392,0
11,2003,0,1165.8725,72.56637,2.067696,0
11,2004,0,1342.845,91.17832,4.373359,0
11,2005,0,1468.3021,59.50039,3.710042,0
11,2006,0,1727.8315,60.37923,2.945218,0
11,2007,0,1374.8061,66.35867,2.059877,0
11,2008,0,1672.8185,67.16382,4.083577,0
11,2009,0,1857.6246,77.22555,3.182415,0
12,2000,0,1352.1047,74.10266,1.020347,2
12,2001,0,2473.3301,71.21099,2.368825,2
12,2002,0,1930.9015,79.29382,0.7547235,2
12,2003,0,1586.6898,61.49144,0,2
12,2004,0,1451.9403,35.51042,1.004648,1
12,2005,1,1409.6788,40.9724,0.2124943,3
12,2006,1,2079.2674,24.0931,0.3196689,3
12,2007,1,1644.2552,99.69672,0.1480766,3
12,2008,1,1150.0508,87.2056,0,2
12,2009,1,1065.6123,81.35019,1.533545,1
13,2000,0,1538.7335,61.0596,0.9548309,3
13,2001,0,1540.4286,84.93782,0,3
13,2002,0,1228.5691,80.24142,2.448626,2
13,2003,0,1051.0201,31.42673,0,2
13,2004,1,994.01439,44.21548,1.023075,3
13,2005,1,1355.8923,74.30862,2.72348,3
13,2006,1,1470.4904,54.92308,0,3
13,2007,1,1789.2792,53.748,1.863451,4
13,2008,1,1540.6051,81.87839,0.4344701,3
13,2009,1,1895.964,52.39342,1.219559,3
14,2000,0,1687.7316,116.5094,3.455798,2
14,2001,0,1662.6316,98.51176,1.423055,2
14,2002,0,1798.0117,63.7109,1.602443,1
14,2003,0,1087.1771,85.86391,1.236961,2
14,2004,0,1344.2616,67.17329,1.619435,2
14,2005,1,2300.1785,64.68514,1.987276,2
14,2006,1,1013.3517,99.69488,0.2556836,2
14,2007,1,1492.6737,72.73615,1.975577,3
14,2008,1,1723.1031,49.34108,2.28083,2
14,2009,1,1011.128,69.31246,0.6651192,3
15,2000,1,1353.909,97.08817,1.066196,4
15,2001,1,2182.5031,71.87208,1.772271,3
15,2002,1,1631.292,70.50431,1.929718,4
15,2003,1,1409.3077,58.09846,1.384006,4
15,2004,1,1643.9247,73.47874,2.546401,5
15,2005,1,1406.1188,44.50538,1.889793,4
15,2006,1,2097.1388,55.06094,1.355218,4
15,2007,1,1283.0694,55.98377,0.2564694,4
15,2008,1,1421.7483,67.57115,1.167959,4
15,2009,1,1132.3763,83.57244,0.7747626,4
16,2000,0,1419.2215,61.24892,5.552814,0
16,2001,0,1449.6714,81.04565,2.276206,1
16,2002,0,1864.2327,59.83668,4.287571,0
16,2003,0,1200.1279,73.77527,1.786091,0
16,2004,1,1722.0081,91.19975,3.052763,1
16,2005,1,1607.5514,63.77254,3.383185,1
16,2006,1,1012.7612,67.15296,2.729768,1
16,2007,1,1364.1666,51.9149,2.195554,1
16,2008,1,1352.7573,75.25639,2.085447,0
16,2009,1,2084.8004,14.81917,1.610803,2
17,2000,0,1667.6069,34.1571,1.728387,2
17,2001,0,1545.5521,76.91151,1.272158,1
17,2002,0,215.09403,19.43185,2.700035,1
17,2003,0,932.54107,49.54662,2.199344,2
17,2004,0,1721.4093,95.28167,2.43721,1
17,2005,0,1740.7797,84.68604,0.5315921,1
17,2006,0,1280.5187,110.7033,1.348597,1
17,2007,0,1509.7778,66.60555,1.794232,1
17,2008,1,1565.8729,64.00402,1.951105,2
17,2009,1,1631.202,66.51492,0,2
18,2000,0,1390.8798,45.41199,0,0
18,2001,0,1747.834,63.21486,2.016978,1
18,2002,0,1835.5726,43.14519,0.6160257,1
18,2003,0,1216.1173,85.62296,1.909661,2
18,2004,0,1147.284,76.2418,1.41637,0
18,2005,0,1267.4415,39.46484,1.547032,1
18,2006,0,1518.6665,51.88592,0.8002673,1
18,2007,0,1609.6115,73.9076,0.6814644,2
18,2008,0,1741.8085,72.84039,1.822131,1
18,2009,1,1872.4617,47.73452,0,3
19,2000,0,1616.9621,67.49177,0.3827045,2
19,2001,1,1651.1696,77.93793,1.765968,2
19,2002,1,2072.1507,82.72195,0,3
19,2003,1,1581.2178,99.50529,0,2
19,2004,1,1757.9261,72.58051,0.2296302,3
19,2005,1,1674.3757,41.92665,1.561665,2
19,2006,1,1527.3424,43.98272,0.8674008,3
19,2007,1,1531.3713,90.43732,2.202751,3
19,2008,1,1977.0867,101.9896,1.364919,2
19,2009,1,1552.9341,64.83195,1.87588,2
20,2000,1,1472.8919,72.37649,2.384195,2
20,2001,1,1355.9918,65.42104,2.169183,2
20,2002,1,1706.1355,61.09935,3.403882,3
20,2003,1,1426.1759,34.44062,1.535918,2
20,2004,1,1676.6012,76.31148,2.002959,2
20,2005,1,1633.4128,101.9731,2.915,2
20,2006,1,1452.5674,67.93,1.749653,2
20,2007,1,1159.9405,55.56037,2.543777,2
20,2008,1,1272.0393,54.08685,0,2
20,2009,1,1318.9897,73.12831,0.698342,2
21,2000,0,1203.1819,85.05393,3.606828,2
21,2001,0,1640.7484,77.06096,2.373442,1
21,2002,0,2143.0882,34.03754,2.906329,2
21,2003,0,1349.9906,98.3474,2.813124,1
21,2004,0,1390.4069,80.56937,1.831285,2
21,2005,0,1327.9347,59.6772,0.3863516,3
21,2006,0,1760.7409,57.0011,3.157412,1
21,2007,0,1633.9016,57.40416,1.752596,2
21,2008,0,1499.5276,82.2482,3.446466,2
21,2009,1,1216.1897,22.65251,3.347627,3
22,2000,0,1211.2481,72.38663,2.879027,0
22,2001,0,1556.5415,71.17635,3.64747,0
22,2002,0,1575.3477,71.08524,2.822176,0
22,2003,0,1496.6056,41.71031,2.158008,1
22,2004,0,1707.9774,32.99857,3.160876,0
22,2005,0,1138.7492,106.2752,3.542571,0
22,2006,0,1595.011,68.60877,4.036211,0
22,2007,0,1578.9871,104.509,1.927306,0
22,2008,1,1295.079,81.01767,1.712977,0
22,2009,1,1393.9748,66.18803,1.623325,2
23,2000,0,1715.7697,71.79566,2.354135,1
23,2001,0,1163.9538,83.24623,2.11972,1
23,2002,0,2246.1558,96.3174,2.800037,1
23,2003,0,1668.2318,76.20216,2.137702,1
23,2004,0,1487.344,86.72888,2.60708,2
23,2005,0,1424.6976,87.05368,2.641674,3
23,2006,0,1743.8556,74.03152,2.46669,1
23,2007,0,1379.6297,51.7204,2.694933,2
23,2008,0,1391.9103,73.86161,2.833207,1
23,2009,1,2011.9074,55.15323,3.904198,2
24,2000,0,1364.421,56.03622,3.699798,0
24,2001,0,1545.9682,73.41063,2.263274,1
24,2002,0,1275.4406,61.1699,3.030697,0
24,2003,0,1583.2384,92.14301,4.855635,1
24,2004,0,1677.6245,53.56784,2.217019,0
24,2005,0,2006.3501,27.50082,2.234943,0
24,2006,0,1223.0677,88.43138,0.7633673,0
24,2007,0,1073.9272,61.68959,4.428006,1
24,2008,0,1426.9062,66.17034,3.425391,0
24,2009,0,1320.7765,47.43948,1.454986,1
25,2000,0,1500.8539,27.33584,0,2
25,2001,0,1660.8698,50.23199,2.091484,1
25,2002,0,2185.9789,83.25994,2.000036,1
25,2003,0,1370.685,59.6837,3.918787,1
25,2004,0,841.71267,51.76596,1.527724,3
25,2005,0,1434.0052,30.35382,1.131928,2
25,2006,0,1606.9466,102.2951,1.915062,2
25,2007,0,1213.1502,60.94559,0.9891287,2
25,2008,1,1647.7183,113.3156,0.1291629,4
25,2009,1,1618.8198,73.52368,0.2216883,3
26,2000,0,1583.8961,96.86046,0.2871315,3
26,2001,0,1739.8674,53.04287,3.686588,2
26,2002,0,1481.7288,34.52976,2.653989,2
26,2003,0,1671.3253,62.98331,2.243275,1
26,2004,0,965.18825,70.85209,2.004078,2
26,2005,0,1215.0752,75.52296,1.308525,3
26,2006,0,1404.6017,71.93652,2.549006,2
26,2007,0,1204.566,107.8811,2.309628,3
26,2008,1,1584.3689,73.68031,1.71047,3
26,2009,1,1474.7137,58.54548,2.687387,3
27,2000,0,1367.9391,59.00843,2.637898,0
27,2001,0,1769.7043,51.59058,2.254329,0
27,2002,0,1530.5654,71.16914,3.727688,0
27,2003,0,1181.1368,83.44267,1.261056,0
27,2004,0,1324.2789,91.42242,1.866308,0
27,2005,1,1808.6367,62.14985,1.202788,1
27,2006,1,1639.1631,65.3345,2.325879,1
27,2007,1,1936.6838,56.53498,1.367917,1
27,2008,1,1832.6383,87.69273,2.659236,2
27,2009,1,1461.6995,39.9254,1.883818,1
28,2000,0,1934.7407,54.90743,2.33182,0
28,2001,0,1959.8062,-13.55661,3.566838,1
28,2002,0,968.92058,36.10448,1.710378,0
28,2003,0,1514.9981,53.32872,1.127379,1
28,2004,0,1339.126,53.17578,2.679035,0
28,2005,0,1428.9549,38.39192,1.552976,1
28,2006,0,1256.2784,39.96572,2.190759,1
28,2007,1,1293.1198,88.16259,3.871794,0
28,2008,1,1852.3543,52.92501,0.9906408,1
28,2009,1,1231.4267,26.12895,0.988179,1
29,2000,1,1610.4842,45.24795,1.101623,1
29,2001,1,1176.5321,41.1742,2.426347,0
29,2002,1,1960.8265,68.20129,3.689846,1
29,2003,1,1588.493,73.07726,0.0730447,2
29,2004,1,1800.3831,40.93221,1.79213,1
29,2005,1,1638.8268,72.39431,0.6997674,2
29,2006,1,1501.1529,93.00631,0.9730966,1
29,2007,1,1605.4432,86.37495,0.6650509,0
29,2008,1,2030.1357,81.88582,1.963583,1
29,2009,1,1310.6209,71.26066,2.867827,0
30,2000,0,743.20814,51.09454,2.21798,1
30,2001,0,1268.2085,91.05959,3.112189,0
30,2002,0,1141.5552,70.00034,1.760939,1
30,2003,0,1790.2308,51.81473,1.589722,1
30,2004,0,1449.6617,61.48128,1.667991,0
30,2005,0,1754.3584,54.02958,3.513221,0
30,2006,0,1517.9131,62.40178,2.423502,1
30,2007,0,1505.8205,89.36755,1.168339,0
30,2008,0,1554.577,62.02011,1.562435,1
30,2009,0,1954.4242,53.65233,1.738207,0
31,2000,0,1562.0919,86.43452,1.265261,2
31,2001,0,1839.7031,93.92759,2.827968,1
31,2002,0,1817.017,52.46307,1.483292,3
31,2003,0,1459.1173,94.19003,1.698123,2
31,2004,0,1481.435,84.06445,2.55469,2
31,2005,0,1389.9232,52.86092,1.444013,2
31,2006,0,1892.9119,93.307,1.413004,2
31,2007,0,1221.4075,37.57616,2.911343,2
31,2008,0,1288.0951,53.24679,3.229007,2
31,2009,0,1425.3792,42.35493,2.742216,1
32,2000,0,1158.7261,42.05458,3.154499,2
32,2001,0,1327.1379,80.29317,2.741379,1
32,2002,0,1844.5994,68.15305,4.045332,2
32,2003,0,1699.7642,44.77611,2.611387,2
32,2004,0,1378.8564,51.99647,1.597229,2
32,2005,0,1748.5289,54.19255,1.23796,2
32,2006,0,2132.857,76.34562,3.05237,1
32,2007,0,1599.2452,111.4548,3.062571,2
32,2008,0,1929.6547,73.41131,1.711495,2
32,2009,0,1761.8327,73.05697,2.408704,2
33,2000,0,1416.6794,94.98996,1.757342,1
33,2001,0,1564.2652,54.7856,1.196932,2
33,2002,0,1660.8211,93.26579,1.884229,1
33,2003,0,1278.2749,54.29271,2.385418,3
33,2004,0,722.18756,50.01783,0.7099004,2
33,2005,0,1252.6384,55.93246,2.96026,2
33,2006,0,856.49718,56.42466,0.960517,1
33,2007,0,1282.5293,59.32661,3.995068,2
33,2008,0,992.62632,67.09138,2.278438,3
33,2009,1,1846.2465,59.97676,0.0534968,3
34,2000,0,1150.813,63.51722,3.450998,1
34,2001,0,1669.4001,34.46095,3.161153,1
34,2002,0,1733.8805,82.98714,1.661293,1
34,2003,0,1717.7585,89.81811,2.949691,1
34,2004,0,945.1208,63.88259,3.362413,2
34,2005,0,1841.2645,83.36975,0.8082368,1
34,2006,0,1631.7221,49.56858,2.47243,1
34,2007,0,1744.8492,97.80014,0.460969,1
34,2008,0,2053.3755,74.33765,3.651538,1
34,2009,0,1743.1891,35.32928,0.0353483,1
35,2000,0,1149.1528,85.79929,1.817166,0
35,2001,0,1704.1025,81.39571,1.943683,0
35,2002,0,1053.0846,97.96349,4.475237,0
35,2003,1,1565.2751,98.9302,3.164904,0
35,2004,1,1429.1656,91.12798,1.780004,0
35,2005,1,1582.5762,75.30536,2.549471,0
35,2006,1,1126.1282,75.52184,1.719973,1
35,2007,1,1162.5308,40.05251,1.886412,1
35,2008,1,1446.9824,58.92977,0.5298588,1
35,2009,1,1508.1669,124.7663,0.684335,0
36,2000,1,1452.271,29.96934,3.41951,3
36,2001,1,2011.1593,76.31642,3.241008,2
36,2002,1,1709.056,66.30165,0.6353592,2
36,2003,1,1700.8565,84.07547,1.368794,2
36,2004,1,1465.388,68.62621,2.00867,3
36,2005,1,1162.867,85.92009,2.307651,2
36,2006,1,1575.904,66.06196,1.113932,3
36,2007,1,2121.0862,86.69617,3.163629,1
36,2008,1,1646.0893,73.77456,1.815797,2
36,2009,1,1913.0595,63.29833,3.315009,1
37,2000,0,1878.5616,60.10494,2.092717,2
37,2001,0,1675.4258,92.31148,1.913788,1
37,2002,0,1572.3033,78.22197,1.294372,2
37,2003,0,1208.0337,82.00439,0.9637368,2
37,2004,0,1440.9735,89.50563,0.7675983,2
37,2005,0,1396.9125,53.61339,0,2
37,2006,0,1604.5917,60.62938,3.520026,3
37,2007,1,1155.3378,54.7373,0.728691,3
37,2008,1,1417.4944,84.79752,2.552355,3
37,2009,1,1702.435,68.84183,0.4900097,3
38,2000,1,1370.7923,67.37313,0.9089562,3
38,2001,1,1302.6929,41.93202,0.0866923,4
38,2002,1,1341.8077,79.8988,0,4
38,2003,1,1499.8327,82.14127,0,3
38,2004,1,867.76942,69.8979,0.6812093,3
38,2005,1,1356.2812,66.81906,0,4
38,2006,1,1866.5564,89.53048,2.351733,2
38,2007,1,1677.6684,65.79651,0.1922105,3
38,2008,1,1707.9199,95.47102,0,2
38,2009,1,1029.474,74.59235,0.9762095,3
39,2000,0,1381.2755,38.56829,2.15976,1
39,2001,0,1468.4586,62.01357,3.290663,1
39,2002,1,1721.4844,73.7135,2.128087,1
39,2003,1,1911.1397,55.17868,2.18606,1
39,2004,1,1867.2345,90.26355,0.3373703,1
39,2005,1,1402.6202,24.50462,1.133874,1
39,2006,1,1412.7599,80.20345,1.523194,1
39,2007,1,2004.4831,83.85183,1.169256,1
39,2008,1,1472.4579,24.97469,1.593943,1
39,2009,1,1259.1432,64.66152,1.448499,1
40,2000,0,1441.4554,55.71508,1.932713,3
40,2001,0,1911.6601,97.4672,2.205806,3
40,2002,0,1235.8827,45.60897,1.649814,2
40,2003,0,1378.1888,79.76537,1.359373,3
40,2004,0,1244.592,82.41234,0.5700067,3
40,2005,0,1791.4491,60.06263,3.254704,3
40,2006,0,1590.1443,91.85626,0,2
40,2007,0,1782.1695,59.51123,2.471236,3
40,2008,0,1972.8233,96.37904,1.244287,2
40,2009,0,1050.643,112.5936,2.977716,3
41,2000,0,1280.1898,81.40669,4.259303,0
41,2001,0,1374.3049,75.98645,4.179714,0
41,2002,0,1525.8632,55.79635,1.275203,0
41,2003,1,1730.3182,104.4442,0.8960726,1
41,2004,1,1432.5337,82.09005,2.913869,0
41,2005,1,1374.0706,54.53202,1.417756,1
41,2006,1,1867.9765,98.66206,2.413068,0
41,2007,1,1746.6656,69.66435,1.208843,1
41,2008,1,1672.3447,80.26038,0.6947808,0
41,2009,1,934.75931,51.13953,2.053741,1
42,2000,0,1866.1771,49.89004,1.420287,1
42,2001,0,1563.2406,47.90049,2.275325,1
42,2002,0,1457.0038,56.94234,0.4654185,2
42,2003,0,1256.3661,72.82723,2.248262,1
42,2004,0,1317.3102,57.21129,3.568851,1
42,2005,0,1237.945,46.55356,0.0356135,1
42,2006,0,907.50818,40.05285,2.476393,1
42,2007,1,1337.9103,88.70872,1.304971,1
42,2008,1,1098.3332,58.53334,2.218427,3
42,2009,1,1565.026,26.4973,1.201488,2
43,2000,0,1159.6233,61.44135,4.21317,1
43,2001,0,1723.1524,58.92377,2.338576,1
43,2002,0,1006.0131,64.14942,3.120865,1
43,2003,0,1861.0385,57.26589,2.757479,0
43,2004,0,1755.9446,93.29696,3.174573,1
43,2005,1,1259.6436,59.52861,3.166678,1
43,2006,1,1549.8433,61.29046,4.818254,1
43,2007,1,1322.3936,56.90305,3.595518,1
43,2008,1,1755.8558,77.03233,2.553015,1
43,2009,1,2119.6014,79.09467,2.984716,2
44,2000,0,1857.3577,60.75673,2.139055,3
44,2001,0,1299.5779,63.47289,2.959421,3
44,2002,0,1540.9237,60.34896,1.752083,4
44,2003,0,1961.6747,86.61091,0.9247365,3
44,2004,0,1659.813,40.82237,2.360868,3
44,2005,0,1802.9408,61.21726,0.8117662,4
44,2006,0,1698.5669,63.0747,0,3
44,2007,0,1529.986,93.1935,0.4848911,4
44,2008,0,1486.086,88.36774,0.0769188,3
44,2009,1,1215.1365,69.99444,0.5923059,4
45,2000,0,1274.7838,42.85957,3.087729,1
45,2001,0,1235.8541,63.50337,0.7977395,2
45,2002,0,1399.3192,101.5861,2.231244,1
45,2003,0,1536.737,62.39348,1.64761,1
45,2004,0,1472.4253,67.29662,1.635844,1
45,2005,0,1570.7223,69.43544,1.21298,1
45,2006,1,1778.6247,50.79083,0.2085205,2
45,2007,1,1453.7562,48.35806,1.809992,1
45,2008,1,1803.7301,51.83725,0.5018024,2
45,2009,1,1918.4459,63.21901,1.823629,1
46,2000,0,1628.3452,75.12749,2.523373,0
46,2001,0,1341.453,66.81325,4.080717,0
46,2002,0,1790.7207,78.05479,4.459817,0
46,2003,0,1648.0367,109.6886,1.761334,0
46,2004,0,1690.901,118.8062,2.709895,0
46,2005,0,1962.7784,71.50457,2.81689,0
46,2006,0,1718.7136,85.65091,3.305012,0
46,2007,1,2055.9285,83.74139,2.053685,1
46,2008,1,1531.5314,86.85413,3.49175,1
46,2009,1,1449.1163,85.325,1.763912,1
47,2000,0,1851.3526,57.94929,1.786233,2
47,2001,1,1290.1632,102.5281,1.602196,2
47,2002,1,2147.6987,102.099,1.36899,4
47,2003,1,1969.1131,89.02266,1.408713,3
47,2004,1,1605.9871,79.77319,2.267492,2
47,2005,1,1937.9281,77.34728,0.817767,4
47,2006,1,1780.31,71.90775,1.200158,3
47,2007,1,1195.0824,77.70385,2.022579,3
47,2008,1,1337.9249,68.45432,1.678174,3
47,2009,1,1665.0638,74.21015,0.8194901,4
48,2000,0,1551.248,65.98439,3.116095,0
48,2001,0,1900.4285,66.33422,4.326818,0
48,2002,0,1598.3789,104.2985,1.069144,0
48,2003,0,1122.4088,65.43729,4.780861,1
48,2004,0,1340.6506,57.71296,2.436467,0
48,2005,0,1729.4982,73.11189,3.695766,0
48,2006,0,957.71085,37.92213,4.655385,0
48,2007,0,1081.6556,82.14504,1.562235,1
48,2008,0,1390.2653,66.66193,2.602017,0
48,2009,1,1855.7697,64.52341,2.892271,0
49,2000,0,1439.7927,58.31472,2.177696,1
49,2001,0,1641.8822,37.36171,1.662518,0
49,2002,0,1504.1485,104.0666,2.519803,0
49,2003,0,1462.1161,71.11524,0.5806922,0
49,2004,0,1307.1089,101.8115,1.409899,1
49,2005,0,1757.0038,65.06839,1.298633,1
49,2006,0,1130.7046,73.10033,0.2353501,1
49,2007,1,1509.3001,82.47556,1.827769,1
49,2008,1,1922.9864,81.7111,1.634336,2
49,2009,1,1352.8734,57.18194,1.432321,1
50,2000,0,1039.5658,27.65599,2.592072,1
50,2001,0,871.54775,106.5331,1.421634,2
50,2002,0,1699.841,55.05606,1.026272,2
50,2003,0,1724.1881,120.653,2.614725,3
50,2004,0,1400.5875,54.60204,2.821959,2
50,2005,0,1122.0403,91.45904,2.471204,2
50,2006,0,1463.2781,78.99889,3.006545,2
50,2007,0,1857.3414,83.85443,1.009835,3
50,2008,0,1121.4301,51.31242,0,3
50,2009,0,1822.9447,62.76143,2.400677,1
51,2000,0,996.41607,54.78004,3.90896,1
51,2001,0,1162.06,67.11597,0.6135898,0
51,2002,1,1614.8186,64.45348,1.397115,2
51,2003,1,1865.3573,60.51924,2.996634,2
51,2004,1,2022.5479,53.91495,4.836124,1
51,2005,1,1878.4946,54.44518,0.9125808,2
51,2006,1,2047.8584,81.15344,0.5742844,2
51,2007,1,1634.3071,52.30594,2.565956,1
51,2008,1,1391.0402,41.92952,0,2
51,2009,1,1934.8112,72.16831,1.135183,2
52,2000,0,1910.74,25.46794,4.250412,1
52,2001,0,1782.1228,67.69328,2.529741,1
52,2002,0,1692.0064,68.49682,4.092299,1
52,2003,0,1920.3903,80.46185,2.438704,2
52,2004,0,1605.2434,72.87447,3.25342,1
52,2005,0,1500.1799,39.44352,1.124891,2
52,2006,1,1799.3826,64.26942,2.216002,2
52,2007,1,1719.941,80.255,2.167594,3
52,2008,1,1846.0846,76.82166,2.533434,3
52,2009,1,1539.322,49.75581,1.486884,3
53,2000,0,1778.4362,76.10243,1.041135,0
53,2001,0,1761.6796,85.91458,2.464567,0
53,2002,1,1641.2733,46.88675,0.7137395,0
53,2003,1,1353.9466,24.33479,1.770685,1
53,2004,1,1953.4386,105.0157,1.560352,1
53,2005,1,1220.9899,68.5166,1.606898,1
53,2006,1,1293.4677,53.78884,1.093385,0
53,2007,1,1629.6247,56.46514,2.211954,0
53,2008,1,825.27059,61.18851,1.876436,0
53,2009,1,2042.5706,91.24607,1.831024,0
54,2000,0,1508.6508,34.89074,4.705751,2
54,2001,0,1967.4565,61.65568,2.970648,3
54,2002,0,2046.0908,103.5403,3.040568,3
54,2003,0,1459.5098,81.08748,5.234247,3
54,2004,0,1908.9059,83.87521,1.726355,3
54,2005,0,1190.3848,70.05778,2.131193,3
54,2006,1,1711.1565,73.32119,2.965129,4
54,2007,1,1436.5694,55.00219,2.693957,4
54,2008,1,1790.9477,56.74515,1.629964,4
54,2009,1,1842.4598,84.54725,2.690512,4
55,2000,0,1455.3183,53.76103,2.649197,0
55,2001,0,1666.8444,72.34509,3.564003,0
55,2002,0,1791.0686,70.9454,2.495184,0
55,2003,0,1560.9885,109.4476,1.73291,0
55,2004,0,2265.4547,69.44611,1.720097,0
55,2005,0,1464.1866,88.01114,3.716345,0
55,2006,0,2002.841,84.17451,1.217262,0
55,2007,0,1851.7957,66.1731,1.855582,0
55,2008,0,944.03738,34.56063,2.465528,0
55,2009,0,1955.4186,68.49491,0.5607603,0
56,2000,0,1823.0488,86.21522,2.852078,0
56,2001,1,1616.0561,41.66421,0,1
56,2002,1,1692.9883,83.64407,0.7956844,1
56,2003,1,1730.2672,94.16041,1.672274,2
56,2004,1,1993.73,71.85744,1.839277,1
56,2005,1,1453.9466,82.8134,1.217784,2
56,2006,1,2057.2946,73.37803,0.8153797,2
56,2007,1,1252.6471,73.95409,1.478101,1
56,2008,1,1050.0823,90.37243,1.375875,1
56,2009,1,1757.1329,36.49181,1.083312,2
57,2000,0,1881.9756,53.51538,1.463595,2
